text,label,clean_tweet
8220 @user yall on my tl need to be sleep yall got school tomorrow 8221 bitch i got straight a's ion need to go 128514,1,yall tl need sleep yall get school tomorrow bitch get straight ion need go
"8220 @user i dont een tryna be disrespectful when i say bitch. its just a term, like bruh or son 8221",1,dont een try disrespectful say bitch term like bruh son
8220 @user @user you not gone leave hoe 8221 128514 128514 128546,1,not go leave hoe
8220 @user the next time i see this bitch i'm beating her ass. job or not. 8221 lol,1,next time see bitch beat job not lol
8220 @user @user fuck up bitch 128530 8221 get out mi house 127969 128074 128581 128514,1,fuck bitch get mi house
8220 @user @user @user it aint bundles soooo nope 8221 it is bitch she happy hosting,1,aint bundle soooo nope bitch happy host
8220 @user no yu can't get no money yu silly hoe... 8221,1,no yu not get no money yu silly hoe
8220 @user these niggaz bitches hiding behind gangs they ain't in 128175 128056 9749 65039 8221 128588 128175,1,niggaz bitch hide behind gang not
8220 @user @user dont say shit else ! just stfu ! 8221 bitch we can do a lot more off this twitter shit you can come see me,1,dont say shit else stfu bitch lot twitter shit come see
8220 @user niggas talk more then bitches these days 8221,1,niggas talk bitch day
8220 @user you little stupid ass bitch i ain't fuckin with you 127925 8221,1,little stupid bitch not fuckin
8220 @user @user i aint gone lie amp old heads say they see it in me so i figured 8221 nah you just retarded,1,aint go lie old head say see figure nah retard
8220 @user lmao @user amp aero sound young af talking bout hoes n weed n shit 8221 @user brah you gotta listen to this shit,1,lmao aero sound young af talk bout hoe n weed n shit brah get listen shit
8220 @user niggas over 6'2 with long ass monkey arms make the best cuddle buddies....so i heard 8221 ahaha a female told me this once 128514 128514 128514,1,nigga 62 long monkey arm make best cuddle buddiesso hear ahaha female tell
8220 @user sometimes i hate az amp sometimes i love it. depends on the time of year i guess. 8221 amp the dumb bitches that live here,1,sometimes hate az sometimes love depend time year guess dumb bitch live
8220 @user dudes shaving without it being for an athletic purpose is gay af 8221 you're retarded.,1,dude shave without athletic purpose gay af retarded
8220 @user @user or he's eating it cuz he's with a women who just can't cook 128586 8221 then u gotta get rid of that hoe,1,eat cuz woman not cook u get get rid hoe
8220 @user i'm going to miss these bitches so much 128557 far right she resting on ol girl booty y'all funny as shit,1,go miss bitch much far right rest ol girl booty yall funny shit
8220 @user you was with the bitch with the fat ass 128514 8221 only way to live when u young that shit gonna get old tho and have a lot of dents in it,1,bitch fat way live u young shit go get old tho lot dent
8220 @user @user 128514 marcus bitch ass @user ain't loyal at all! team hopping ass !!! 8221 128514 128557 128514 128557 128514 128056 9749 65039,1,marcus bitch not loyal team hop
8220 @user hoe fax type yo bitch number in google to see if it pops up on back page thank @user 8221 128514 128557 128514 128557,1,hoe fax type yo bitch number google see pop back page thank
8220 @user i was told never fold amp never sell my sole they should have told yu stay in school ! soul 8221 autocorrect hoed me,1,tell never fold never sell sole tell yu stay school soul autocorrect hoe
8220 @user @user bitch u tried it . u deserved every foul word that came out chris mouth 128133 9749 65039 bye hoe 8221 128514 128557 128514,1,bitch u try u deserve every foul word come chris mouth bye hoe
8220 @user one last shot at this love shit then i'm dogging you hoes 8221 drakelistener,1,one last shot love shit dog hoe drakelistener
"8220 @user @user negro, you wear a size 5...i'm in a 12 8221 i'm at a 6 now still growing",1,negro wear size 5i 12 6 still grow
"8220 @user @user what's good, family? 8221 in the gym looking at hoes hit u later",1,good family gym look hoe hit u later
8220 @user when you open your starburst candy and get 2 yellows lmao bruh,0,open starburst candy get 2 yellow lmao bruh
8220 @user birthday weekend starts today 8221 shut yo hoe ass up,1,birthday weekend start today shut yo hoe
8220 @user bitch niggas pay for hoes just to lay with hoes 8221 relax one night you'll pay to stay with hoes,1,bitch nigga pay hoe lay hoe relax one night pay stay hoe
"8220 @user if your wardrobe consist of mostly leggings, you's a hoe 8221 guilty",1,wardrobe consist mostly leggings yous hoe guilty
8220 @user 8220 @user in the mall with yo bitch and yo money i'm getting me somethin 128514 128175 8221 128514 8221 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175,1,mall yo bitch yo money get somethin
8220 @user eat a lot of protein eat a lot of pussy mattietrumpstipsforabetterlife 8221 eat the whole ass,1,eat lot protein eat lot pussy mattietrumpstipsforabetterlife eat whole
8220 @user i'm jakes bitch 8221,1,jakes bitch
"8220 @user when you live this gay, you can't be afraid of two black dicks in your butt you fucking queer",1,live gay not afraid two black dick butt fuck queer
8220 @user a lot of you males need to dress up as real men for halloween since y'all be acting like bitches all year. 8221 128514 128588,1,lot male need dress real men halloween since yall act like bitch year
"8220 @user you want to be a little bitch, than ima treat you like a little bitch. 8221",1,want little bitch ima treat like little bitch
8220 @user water polo is so fucking hard respect 8221 yeah if you're a pussy,1,water polo fucking hard respect yeah pussy
"8220 @user @user @user edward did oss, he sparkled 8221 128514 128514 bitch reality",1,edward os sparkle bitch reality
8220 @user @user who the old bitch??!! 8221 hoe,1,old bitch hoe
8220 @user i love the song john doe dope 8221 @user @user faggots,1,love song john doe dope faggot
8220 @user i hate when bitches do that who are you talking to shit like clearly you. 8221 i be like bitch wit da red door hoe 128514 128514,1,hate bitch talk shit like clearly like bitch wit da red door hoe
8220 @user just got done with my last final and i'm walkin around campus like i own this place 8221 queer.,1,get last final walkin around campus like place queer
8220 @user we'll i'm going to sleep 128530 8221 fag,1,well go sleep fag
8220 @user mmmh daily is out! stories via @user 8221 @user yellow is in! amp @user luv the bling!,0,mmmh daily story via yellow luv bling
8220 @user they not evn hoes in silence anymore 8221 proud of it .... then want respect,1,not evn hoe silence anymore proud want respect
8220 @user when you fuck her good she trip even more 8221 good dick makes a bitch go crazy,1,fuck good trip even good dick make bitch go crazy
"8220 @user @user so many hoes, that's why 8221 preach",1,many hoe preach
"8220 @user if a photographer doesn't have a back story on how he started, he did it for pussy believethat 8221 cantknockthahussle",1,photographer not back story start pussy believethat cantknockthahussle
8220 @user i've sounded like a fag the last few days 128584 128513 128513 8221 your emotions are inspiring 128150,1,sound like fag last day emotion inspire
8220 @user imaddictedto girls w fat pussy slim waist fat ass n innocent smiles 8221 truuuuuu,1,imaddictedto girl w fat pussy slim waist fat n innocent smile truuuuuu
8220 @user you can be seminoles but not redskins? k 8221 seminole tribe got an agreement with them..fsu pay them to use the name,1,seminole not redskins k seminole tribe get agreement themfsu pay use name
8220 @user who that pussy wet for ? 8221,1,pussy wet
8220 @user you dammn weed potheads are annoying af on twitter 8221 weed and pot are the same thing faggot,1,dammn weed pothead annoy af twitter weed pot thing faggot
8220 @user @user i'm dreaming 128525 128525 e you must be fucked up 128514 128514,1,dream e must fuck
8220 @user @user lmao my bitch was listening to gospel music w. liquor in her hand weaaakkk 8221 lmfaooooooooo i was crying,1,lmao bitch listen gospel music w liquor hand weaaakkk lmfaooooooooo cry
8220 @user why amanda bitch ass eva cheat on fizz fine ass? ion geddit 128564 8221 theres more to a nigga than his looks.. thought yall knew dat? 128564,1,amanda bitch eva cheat fizz fine ion geddit theres nigga look think yall knew dat
8220 @user amp you should feel disrespected if a bitch try to suck you up with dry lips. 128128 128128 8221,1,feel disrespect bitch try suck dry lip
8220 @user y'all bitches switch a roo niggas !!! 8221 128064 128064 who the hell,1,yall bitch switch roo nigga hell
8220 @user who is she? @user y'all hype that bread loaf chick up but i'm a chill 8221 a dyke rapper,1,yall hype bread loaf chick chill dyke rapper
8220 @user cowboys win games during the regular season but when they get to the playoffs that trash af lol 8221 hating ass nigga,1,cowboy win game regular season get playoff trash af lol hat nigga
8220 @user having 0 bitches really the wave 8221 shaq you got all the hoes,1,0 bitch really wave shaq get hoe
8220 @user niggas want a good girl but still wanna fuck with hoes but that ain't gone work. gotta pick one 8221 128514 128514 128514 boy stfu,1,nigga want good girl still want fuck hoe not go work get pick one boy stfu
8220 @user splash onna bitch wednesday tomorrow 8221,1,splash onna bitch wednesday tomorrow
8220 @user @user them damn brownies 8221 i swear lmao,1,damn brownie swear lmao
"8220 @user mom dont call a girl a bitch. that's somebody's daughter,sister,niece... me and somebody's bitch too 8221",1,mom dont call girl bitch somebodys daughtersisterniece somebodys bitch
8220 @user white kids favorite activities 1. calling people niggers on xbox 2.fucking their pet 3. shooting up their school 8221,1,white kid favorite activity 1 call people nigger xbox 2fucking pet 3 shoot school
8220 @user smh bitches are such haters !!! how dare they do this to her blackgirls jealousy yooo loool,1,smh bitch hater dare blackgirls jealousy yooo loool
8220 @user throwing lamps at bitches who need to lighten up. 8221 true dat,1,throw lamp bitch need lighten true dat
8220 @user using y mx b to measure the slope of that ass girl. 8221 @user,1,use mx b measure slope girl
8220 @user on my way to fuck ur bitch @user,1,way fuck ur bitch
8220 @user 8220 @user my brother a faggot 8221 8221 smh,1,brother faggot smh
8220 @user dnt blame niggas when a female see ya hoe ass ways. go listen to some jt money fruitcake 8221,1,dnt blame nigga female see ya hoe way go listen jt money fruitcake
8220 @user some of y'all bios are trash. 8221 mine pretty good,0,yall bios trash mine pretty good
"8220 @user bout time @user some of these chicks don 8217 t want a man, they just want support. 8221 tell that bitch to get a bra",1,bout time chick want man want support tell bitch get bra
8220 @user when the pussy stank,1,pussy stank
8220 @user remember this bro? 128514 @user don't show people this 128514 128514 128557 128567,1,remember bro not show people
8220 @user uhoh you got the hoes lol @user y'all i found this letter on my car. naaah,1,uhoh get hoe lol yall find letter car naaah
"8220 @user if she's sending you nudes on snap chats but your not one of the 3 guys on her favorites, she a hoe. 8221 128514 128514 128514 128557",1,send nude snap chat not one 3 guy favorite hoe
8220 @user mondays are a whole lot better when you're driving a vehicle that white pussy uhhh get ya,1,monday whole lot well drive vehicle white pussy uhhh get ya
8220 @user no longer a side bitch @user @user 128514 128557,1,no longer side bitch
8220 @user spitting on people just shows you weren't raised right. in another words it's a bitch nigga trait. 8221 @user,1,spit people show not raise right another word bitch nigga trait
8220 @user spongebob out here beating bitches up,1,spongebob beat bitch
8220 @user a relationship is only made for two.. but some bitches don't know how to count. 8221 amen to that!,1,relationship make two bitch not know count amen
8220 @user why is everyone who thinks you're an unfunny pandering jizzbag automatically a troll? @user 8221 and he hate colored folk,1,everyone think unfunny pandering jizzbag automatically troll hate color folk
8220 @user darkskin girls ugly 127383 127378 ass bitch,1,darkskin girl ugly ass bitch
"8220 @user in the fashion world urban means stolen from black people its ghetto on us, and urban on them haha 128588",0,fashion world urban mean steal black people ghetto u urban haha
8220 @user it's like when a bitch gotta pretty pussy but it's loose . 8221 witchcraft,1,like bitch get pretty pussy loose witchcraft
8220 @user the white girls u should holla at but nooooo brothas go for the ugliest bad built hoes ever,1,white girl u holla nooooo brothas go ugly bad built hoe ever
8220 @user how young is this hoe with a m amp m pillow,1,young hoe pillow
"8220 @user i survived swine flu, bird flu, west nile and the bloomberg administration. i'll be fine 8221 the abortion survival. cant 4get that",0,survive swine flu bird flu west nile bloomberg administration fine abortion survival cant 4get
8220 @user fyi my favorite type of bitches.,1,fyi favorite type bitch
8220 @user my tweets trash 8221,0,tweet trash
8220 @user 8220 @user small titty bitches pierced nipples look like staples. 8221 128514 128514 128514 128514 128514 128514 128514 128514 128514 8221 lmao,1,small titty bitch pierce nipple look like staple lmao
8220 @user ready blow this bitch down 128293 me 3 rellos,1,ready blow bitch 3 rellos
8220 @user @user i couldn't find anything to hold my hair up let alone put a pony in 8221 no bitch i said post a busted pic 128557,1,could not find anything hold hair let alone put pony no bitch say post bust pic
8220 @user my leave out is trash 128552 8221 128557 128557 128557 u sick,0,leave trash u sick
8220 @user 8220 @user iont got no type 8221 bad bitches is the only thing that i like 128111 128131 128131 8221 aye i'm just living life,1,iont get no type bad bitch thing like aye living life
8220 @user dumb beaner 8221,0,dumb beaner
8220 @user i try to keep all my bitches on lay away 8221 same way i feel,1,try keep bitch lay away way feel
8220 @user trust these bitches ? nah 8221,1,trust bitch nah
8220 @user is it wrong if i get on this bitch and started talking shit 128514 ? 8221 yes!,1,wrong get bitch start talk shit yes
8220 @user ain't nothing better in life than meeting a hoe with a full time job 8221 don't let her have her own benefits nigga what,1,not nothing well life meet hoe full time job not let benefit nigga
8220 @user @user boney as shit right 128514 8221 i seen em walking down the street ctfu i was in the crib tho! he a lucky nig.,1,boney shit right see em walk street ctfu crib tho lucky nig
8220 @user i heard thigh gaps is a way of telling if a bitch pussy is loose. 8221 what??,1,hear thigh gap way tell bitch pussy loose
8220 @user @user @user i threw them hoes away you also just threw yo life away 8221 bruhhh 128557 128557 128514 128514 128514,1,throw hoe away also throw yo life away bruhhh
8220 @user @user lol haha 8221 hahahahahahahahahaahah deez nuts bitch,1,lol haha hahahahahahahahahaahah deez nut bitch
8220 @user hate driving in the rain. _ 8221 you can drive deez nuts in your botch mouth hoe,1,hate driving rain _ drive deez nut botch mouth hoe
8220 @user your opinion is irrelevant because you 8217 re a cunt. 8221 @user,1,opinion irrelevant cunt
8220 @user true nothing shuts up libdog bitches who like to bark at anything @user 8221 that's called...preaching the truth!,1,true nothing shut libdog bitch like bark anything calledpreaching truth
8220 @user fuck her right in the pussy i wish this dude was my grandpa 128514,1,fuck right pussy wish dude grandpa
8220 @user when you see the bitch that been talking smack about you in the playground,1,see bitch talk smack playground
8220 @user 8220 @user i just want panda express 8221 panera 8221 big booty hoe 128514 128514 128514 128514,1,want panda express panera big booty hoe
8220 @user aren't they all tho bro? @user i hate a nosey bitch.... 8221 some more than others,1,not tho bro hate nosey bitch others
"8220 @user i got money , guns , gold , bitches nd stacks nigga fuck this net beef have my shooters get at niggas 8221 a bring dat friday den",1,get money gun gold bitch nd stack nigga fuck net beef shooter get nigga bring dat friday den
8220 @user if a bitch comes for me i hope she bout all that slick shit she yapping about 128064 8221 thuggin,1,bitch come hope bout slick shit yap thuggin
8220 @user i'm finna eat some pussy 8221 lmao,1,finna eat pussy lmao
8220 @user when girls take my snap backs and beanies lol 128169 that's 35 dollars a hat and 40 for the ax beanies 128530 8221 i don't let them take it,0,girl take snap back beany lol 35 dollar hat 40 ax beany not let take
8220 @user a new breed of white girl... she slammed that bitch 128527 128514,1,new breed white girl slam bitch
8220 @user 8220 @user a bitch couldn't pay me to get dem pregnant again 128588 8221 128514 128514 128514 128514 128514 8221 fr fam ion see how niccas out here poppin kids out,1,bitch could not pay get dem pregnant fr fam ion see niccas poppin kid
8220 @user niggas want pussy. i ain't giving any out. here is where lies our dilemma. 8221 that's cool,1,nigga want pussy not give lie dilemma cool
8220 @user @user @user hahahaha do it bitch! make her fall in love 10084 10084 10084 10084 10084 10084 10084 8221 should i? 128514,1,hahahaha bitch make fall love
"8220 @user if she buys you a tattoo, wife that girl 128521 128540 128527 8221 128514 this bitch",1,buy tattoo wife girl bitch
8220 @user bitches saying ray rice got what he deserved but just a month ago wanted this man free 128056 9749 65039,1,bitch say ray rice get deserve month ago want man free
"8220 @user 8220 @user bitches be like, messy bun. 128072 128072 128072 128553 128514 128514 128553 128079 128557",1,bitch like messy bun
8220 @user when she ask how imma eat her pussy,1,ask imma eat pussy
8220 @user girl you eat mo pussy than me girl you shoulda been a nigga 8221 that's that jam,1,girl eat mo pussy girl shoulda nigga jam
8220 @user leave all the bitchin to bitches 8221,1,leave bitchin bitch
8220 @user 8220 @user last night was well.. fun lmao 8221 you got some pussy didn't ya vern 8221 unfortunately no lol,1,last night well fun lmao get pussy not ya vern unfortunately no lol
8220 @user y'all females love y'all a bum nigga or a jail bird.. 8221 !!!!,1,yall female love yall bum nigga jail bird
8220 @user you lucky ashit if you got the shawty you want .. 128527 128175 8221 a niggah just tryna keep her,1,lucky ashit get shawty want niggah try keep
8220 @user @user @user don't get on bro when bae textin another nigger,1,not get bro bae textin another nigger
8220 @user i just accidentally ate a pot brownie. i guess there goes my pledge of being drug free for life . lolz . 8221 lmao college,0,accidentally eat pot brownie guess go pledge drug free life lolz lmao college
8220 @user who else thinks lip biting is fucking sexy? 8221 @user until that bitch bite too hard put a hoe out once for that,1,else think lip biting fuck sexy bitch bite hard put hoe
8220 @user these the kids that call you nigger on xbox,1,kid call nigger xbox
8220 @user how i feel when i'm throwing trash away... everyday in school.,0,feel throw trash away everyday school
8220 @user when he makes u his wcw amp his hoes favorite it 128520 128520 128520 128514 128514,1,make u wcw hoe favorite
8220 @user females that know they are hoes really the coolest chicks....all sex asides 8221 lmao,1,female know hoe really cool chicksall sex aside lmao
8220 @user they game is over fuck yall bitches amp yall attitudes 128514 128514 128514 128557 128557,1,game fuck yall bitch yall attitude
8220 @user it might be @user some of y'all females pussy wet cause he cried 8221 smh,1,might yall female pussy wet cause cry smh
"8220 @user i say bitch bad, woman good, lady better 8221 lupe?",1,say bitch bad woman good lady well lupe
8220 @user oreos and milk 128523 8221,0,oreo milk
8220 @user @user maybe cuz your putting trust in a bitch not a lady. 8221 or maybe because this a fucking song,1,maybe cuz put trust bitch not lady maybe fucking song
"8220 @user @user shut the fuck up, you fucking trash nigga, work on another ring 8221",1,shut fuck fuck trash nigga work another ring
8220 @user 128525 128525 128525 128525 in the yellow is rock hard,1,yellow rock hard
8220 @user 8220 @user everybody loves dej loaf 8221 cause that's wifey 8221 fuck off kaya dats my bitch.,1,everybody love dej loaf cause wifey fuck kaya dat bitch
8220 @user i live in constant fear of being shit on by a bird 8221 well this actually fucking happened to me before sooooo. 128529,1,live constant fear shit bird well actually fuck happen sooooo
8220 @user i surrounded my bad bitches i can't keep them out my face 8221 128064 128064 wheretheyatdoe 128514,1,surround bad bitch not keep face wheretheyatdoe
8220 @user dr gero made android 18 to destroy da world das sum bitch nigga shit i would program a girl android to gimme sum neck 24 7 8221,1,dr gero make android 18 destroy da world da sum bitch nigga shit would program girl android give sum neck 24 7
8220 @user 8220 @user dumb bitch award goes too .... 128557 8221 that's all you uncle sam !!!,1,dumb bitch award go uncle sam
8220 @user i let my girl handcuff me to the bed thinkin she gon do something freaky this bitch went through my phone 8221,1,let girl handcuff bed thinkin gon something freaky bitch go phone
8220 @user what if pussy treated condoms like cars treat seatbelts and kept beeping until u put it on? 8221 128514 128514,1,pussy treat condom like car treat seatbelt keep beep u put
"8220 @user @user it's almost been 10 yrs. you haven't had one gf since, u just been fckn hoes huh. 8221",1,almost 10 yr not one gf since u fckn hoe huh
"8220 @user your relationship ended, not your life. stop being a whiny bitch 8221",1,relationship end not life stop whiny bitch
8220 @user @user @user you fck like a hoe so no thank you . ima be classy when i do it 128128 8221 128128 128128 128128 128128 128128 128128 bitch i'm dead,1,fck like hoe no thank ima classy bitch dead
8220 @user i hate how some of you bitches come to school musty . like how tf you walk out your house stank ? your mama ain't shit 8221 128514 128514,1,hate bitch come school musty like tf walk house stink mama not shit
8220 @user jealous bitches be like ...' 128514 128530 127797 .' 128514 128514 128514 128128 8221 128514 128514 128514 don't subtweet me hoe,1,jealous bitch like not subtweet hoe
8220 @user y'all big braid gelled baby hair havin bitches look like dashiki from don't be a menace ... this is not up for discussion 8221 128514,1,yall big braid gel baby hair havin bitch look like dashiki not menace not discussion
8220 @user @user na if you a hoe you sittin on the floor and not my damn couuuuuch 128131 but your birthday is in feb or naa? 8221 nope,1,na hoe sittin floor not damn couuuuuch birthday feb naa nope
8220 @user @user i'm so dead 128128 128128 why you hoe me idk i just felt like flaming you lol,1,dead hoe idk felt like flame lol
8220 @user 8220 @user 128522 go to sleep bitch 8221 stfu,1,go sleep bitch stfu
"8220 @user 8220 @user 8220 @user i really only like like 3 people in this town, everyone else is a faggot 8221 me 8221 me 8221 me",1,really like like 3 people town everyone else faggot
8220 @user better not have any bitch ass people in my classes tomorrow 8221,1,well not bitch people class tomorrow
8220 @user @user @user damn they got wifey 128561 128561 128534 128534 128555 128553 128553 128553 8221 fall back nigga 128299 .. i don't share my hoes,1,damn get wifey fall back nigga not share hoe
8220 @user when you catch your girl doing some hoe shit behind your back,1,catch girl hoe shit behind back
8220 @user i find myself wanting to google the yellow king truedetective 8221 no kidding! what is going on?,0,find want google yellow king truedetective no kid go
8220 @user them wet 128076 128166 128166 8221 say trav see if they got them hoes in cali i will send you my money,1,wet say trav see get hoe cali send money
8220 @user this bitch childish af one of my sisters would've had to crash her 128514,1,bitch childish af one sister wouldve crash
"8220 @user @user @user nigel, you don't think he knows what he did was dumb? how smart are you? 8221 shut your bitch ass up",1,nigel not think know dumb smart shut bitch
8220 @user fucked your bitch and left her like...,1,fuck bitch leave like
8220 @user @user @user yasss when a bitch get paid tho 128514 128514 8221 as long as she dnt act crazy,1,yasss bitch get pay tho long dnt act crazy
"8220 @user half y'all hoes still got nut in y'all baby hairs , shut up 128530 8221",1,half yall hoe still get nut yall baby hair shut
8220 @user nobody wants to be with a bum 8221 except bum bitches,1,nobody want bum except bum bitch
8220 @user ur ex girlfriend is a slut 8221 fr f dat hoe,1,ur ex girlfriend slut fr f dat hoe
8220 @user ladies if a nigga always wanna go out and party every weekend . he basically side hoe shopping 8221 128514,1,lady nigga always want go party every weekend basically side hoe shopping
8220 @user when you gonna take me out? @user some hoes not gonna let you come over until you spend money on them 8221 listen,1,go take hoe not go let come spend money listen
8220 @user beef is when a bitch titties looking like they sleep... @user what's beef... 8221,1,beef bitch titties look like sleep beef
8220 @user today was a long practice 8221 bitch no it wasn't 128529,1,today long practice bitch no not
8220 @user food gt pussy but pussy food so food 8805 pussy. 8221,1,food gt pussy pussy food food pussy
8220 @user i swear if i see any snow tomorrow.... bruhh you sound like a basic white bitch,1,swear see snow tomorrow bruhh sound like basic white bitch
8220 @user typical hoe costumes 1. cat 2. nurse 3. bunny 4. police officer 5. themselves 8221 128129,1,typical hoe costume 1 cat 2 nurse 3 bunny 4 police officer 5
"8220 @user uh excuse me bitch, you don't need to shout. 8221 @user @user",1,uh excuse bitch not need shout
8220 @user red neck ice bucket challenge 128514 he must be from the sip. redneck,0,red neck ice bucket challenge must sip redneck
8220 @user 8220 @user @user smoking skating twerking 8221 i'm innat hoe 8221 yas,1,smoke skate twerking innat hoe yas
8220 @user i hate this shit like why y'all bitches think that's cute? clothing violation,1,hate shit like yall bitch think cute clothing violation
8220 @user miss you @user 8221 pussy,1,miss pussy
8220 @user i smoke like 20 backwoods a day 8221 cop dem bitches by da box woe,1,smoke like 20 backwoods day cop dem bitch da box woe
8220 @user adam jones homers yankees now lead 5 3. 8221 guy is a monsta,0,adam jones homer yankee lead 5 3 guy monsta
8220 @user @user already going how i look at side hoes when daddy walk in the room.,1,already go look side hoe daddy walk room
8220 @user 9994 128558 u r gey af. but you're my boy i'm glad i'm close with you. you dumb bitch 8221 how guys say i love you 128527,1,u r gey af boy glad close dumb bitch guy say love
8220 @user can't stand a playin ass nigga 9995 8221 bitch,1,not stand playin nigga bitch
8220 @user making weed brownies tonight 8221 goin slide me a batch relo,0,make weed brownie tonight goin slide batch relo
8220 @user the hoes love... oomf 128527 lol 8221,1,hoe love oomf lol
8220 @user lover old bitch 128514,1,lover old bitch
8220 @user shavonne was doing ballet in the middle of the street last night and fell 128553 128553 128514 128514 128514 128514 128557 128557 128557 8221 128557 128557 128557 bitch it wasn't ballet,1,shavonne ballet middle street last night fell bitch not ballet
8220 @user i want pussy for dinner 8221,1,want pussy dinner
8220 @user when her nudes trash you gotta draw clothes back on her and send em back,1,nude trash get draw clothes back send em back
8220 @user hoes be like omg i love my new comb 10084 65039 thought this was perro,1,hoe like omg love new comb think perro
8220 @user @user knee ass 8221 crow ass,1,knee crow
8220 @user @user slut hoe 8221 thot whore,1,slut hoe thot whore
8220 @user i feel like twerking 128514 128514 8221 this is why yo pussy stank 128581,1,feel like twerking yo pussy stank
8220 @user kanye might be the first nigga to successfully save a hoe. 8221 lol this a original . tweet,1,kanye might first nigga successfully save hoe lol original tweet
8220 @user 10 under in miami is a keeper 8221 not hard to find them hoes just like to brain wrestle,1,10 miami keeper not hard find hoe like brain wrestle
8220 @user quote this with a weezy verse i'm a diamond in the rough like a baby in the trash,0,quote weezy verse diamond rough like baby trash
8220 @user quote this with a weezy verse 8221 you're like a bitch with no ass you aint got shit,1,quote weezy verse like bitch no aint get shit
8220 @user you just ugly af stick to one rt @user this new avi trash or nah 8221,1,ugly af stick one rt new avi trash nah
8220 @user you goofy @user only goofy niggas simp over chicks with community pussy.. 8221 who are you?,1,goofy goofy nigga simp chick community pussy
8220 @user always tryna degrade girls amp shit 128530 when really..pussy amp ass is almost all yall think about so shuuutt iittt . 8221 sometimes,1,always try degrade girl shit reallypussy almost yall think shuuutt iittt sometimes
8220 @user f k it!!!!! i'm never wearing my headband again either!!!!!! 8221 but you don't hoop like a lil bitch tho...,1,f k never wear headband either not hoop like lil bitch tho
8220 @user that ain't my hoe. 8221,1,not hoe
8220 @user this single shit so boring 128555 128530 8221 suck it bitch,1,single shit boring suck bitch
8220 @user trenton gossman is the sexiest hillbilly i have ever seen 8221 128129 128514 128514 128514,1,trenton gossman sexy hillbilly ever see
8220 @user colt mccoy wins 8252 65039 hookem 128002 8221 he's still trash,0,colt mccoy win hookem still trash
"8220 @user crying over a guy on thanksgiving? nah bitch pick your head up, you making the turkey soggy. 8221 thanks a'shanni pats turkey dry",1,cry guy thanksgiving nah bitch pick head make turkey soggy thanks ashanni pat turkey dry
8220 @user good pussy be making a nigga have to regroup 8221 pull out and get your thoughts together 128514 128514,1,good pussy make nigga regroup pull get thought together
8220 @user i ate oomf pussy 8221 @ her 128064 128064 128064 128514 128514,1,eat oomf pussy
8220 @user ion care about none of these bitches 8221 128175 128175 128175,1,ion care none bitch
8220 @user never seen so many perfect bitches til i made a twitter 128564 but 128056 9749 65039 8221 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175 128175,1,never see many perfect bitch til make twitter
8220 @user i'm a boss ass bitch ..bitch..bitch..bitch..bitch..bitch..bitch.. 8221 @user,1,bos bitch bitchbitchbitchbitchbitchbitch
"8220 @user @user agreed, eating pussy is so much better 8221 they both nasty",1,agree eat pussy much well nasty
"8220 @user fuck a wcw dats my bitch , not my crush 8221",1,fuck wcw dat bitch not crush
"8220 @user all i want is bitches, big boooty bitches 8221",1,want bitch big boooty bitch
8220 @user how is this trash...,0,trash
8220 @user i don't like a ghetto female 8221 128567 128078,1,not like ghetto female
8220 @user if jennifer hudson can lose weight anybody can you fat ass hoes!!! 8221 128514 128514 128514 128514,1,jennifer hudson lose weight anybody fat hoe
8220 @user stop giving a nigga pussy he stop actin like he care 8221 no true totally ...,1,stop give nigga pussy stop actin like care no true totally
"8220 @user all i wanna do is go workout then come back home and lay in bed 8221 jerk off, kill two birds with one stone.",1,want go workout come back home lay bed jerk kill two bird one stone
8220 @user an orangutan once tried to have sex with actress julia roberts. 8221 smart monkey 128514,1,orangutan try sex actress julia robert smart monkey
8220 @user ever met a bitch that fucked with your nigga but was to pussy to admit it ? 8221 a bitch for a bitch.,1,ever meet bitch fuck nigga pussy admit bitch bitch
8220 @user 8220 @user singlebecause ill find a cute hoosier to date next year 128527 8221 @user 8221 @user,0,singlebecause ill find cute hoosier date next year
8220 @user i just made that interview my bitch. 128526 8221 finessed it huh!? lol,1,make interview bitch finessed huh lol
8220 @user fuck a bad bitch id rather have a good girl who's a freak just for me 10 10 times 128525 128525 8221,1,fuck bad bitch id rather good girl whos freak 10 10 time
8220 @user ''single af'' we don't care you're ugly anyways 8221 @ me pussy,1,single af not care ugly anyways pussy
8220 @user when you try to smash but that pussy stank,1,try smash pussy stank
8220 @user yankees and red sox are scoreless as we play in the 2nd inning. 8221 the bambino is watching!,0,yankee red sox scoreless play 2nd inning bambino watch
"8220 @user alfredo aceves in to relieve @user here in the 4th. yankees 8221 he needs to go away , gas can !",0,alfredo aceves relieve 4th yankee need go away gas
8220 @user cavs trash.. heat trash.. smh 8221 pat gotta make trades,0,cavs trash heat trash smh pat get make trade
